station,date,prcp,tobs,
USC00519281,3/3/13,0,70,
USC00511918,3/3/13,0,72,
USC00516128,3/3/13,0,67,
USC00519397,3/4/13,0,70,
USC00513117,3/4/13,0,70,
USC00514830,3/4/13,,73,
USC00519523,3/4/13,0,69,
USC00519281,3/4/13,0,68,
USC00511918,3/4/13,0,69,
USC00519397,3/5/13,0,71,
USC00513117,3/5/13,0,70,
USC00514830,3/5/13,0,70,
USC00517948,3/5/13,0,70,
USC00519523,3/5/13,0,72,
USC00519281,3/5/13,0,71,
USC00511918,3/5/13,0,60,
USC00516128,3/5/13,,66,
USC00519397,3/6/13,0,71,
USC00513117,3/6/13,0.02,69,
USC00514830,3/6/13,0,72,
USC00517948,3/6/13,0,68,
USC00519523,3/6/13,0,70,
USC00519281,3/6/13,0,70,
USC00511918,3/6/13,0,66,
USC00516128,3/6/13,0.04,67,
USC00519397,3/7/13,0,65,
USC00513117,3/7/13,0.06,66,
USC00514830,3/7/13,0.02,66,
USC00517948,3/7/13,0,68,
USC00519523,3/7/13,0.04,67,
USC00519281,3/7/13,0.08,73,
USC00511918,3/7/13,0,60,
USC00516128,3/7/13,0.06,73,
USC00519397,3/8/13,0,64,
USC00513117,3/8/13,0.15,61,
USC00514830,3/8/13,0.13,67,
USC00517948,3/8/13,,66,
USC00519523,3/8/13,0,59,
USC00519281,3/8/13,0.01,71,
USC00511918,3/8/13,0,67,
USC00516128,3/8/13,0,69,
USC00519397,3/9/13,0.02,73,
USC00513117,3/9/13,0.1,70,
USC00519523,3/9/13,0.13,73,
USC00519281,3/9/13,0.01,74,
USC00511918,3/9/13,0,73,
USC00516128,3/9/13,0.04,71,
USC00519397,3/10/13,1.29,68,
USC00513117,3/10/13,1.69,68,
USC00514830,3/10/13,,69,
USC00519523,3/10/13,1.11,68,
USC00519281,3/10/13,2.25,68,
USC00511918,3/10/13,2.25,67,
USC00516128,3/10/13,2.14,66,
USC00519397,3/11/13,0.8,63,
USC00513117,3/11/13,0.8,62,
USC00514830,3/11/13,0.27,67,
USC00517948,3/11/13,1.48,71,
USC00519523,3/11/13,1.02,60,
USC00519281,3/11/13,1.48,62,
USC00511918,3/11/13,0.93,60,
USC00516128,3/11/13,0.79,65,
USC00519397,3/12/13,0.01,66,
USC00513117,3/12/13,0.01,66,
USC00514830,3/12/13,0,69,
USC00517948,3/12/13,0.02,68,
USC00519523,3/12/13,0.02,65,
USC00519281,3/12/13,0.01,64,
USC00511918,3/12/13,0,65,
USC00516128,3/12/13,0,67,
USC00519397,3/13/13,0,63,
USC00513117,3/13/13,0.03,64,
USC00514830,3/13/13,0,71,
USC00517948,3/13/13,0,66,
USC00519523,3/13/13,0.06,67,
USC00519281,3/13/13,0.04,68,
USC00511918,3/13/13,0,60,
USC00516128,3/13/13,0,64,
USC00519397,3/14/13,0,66,
USC00513117,3/14/13,0,66,
USC00514830,3/14/13,0,69,
USC00517948,3/14/13,0.03,68,
USC00519523,3/14/13,0.13,72,
USC00519281,3/14/13,0,66,
USC00511918,3/14/13,0,63,
USC00516128,3/14/13,0,66,
USC00519397,3/15/13,0,64,
USC00513117,3/15/13,0,62,
USC00517948,3/15/13,0,70,
USC00519523,3/15/13,0,58,
USC00519281,3/15/13,0,66,
USC00511918,3/15/13,0,59,
USC00516128,3/15/13,0,62,
USC00519397,3/16/13,0,69,
USC00513117,3/16/13,0,74,
USC00519523,3/16/13,0,70,
USC00519281,3/16/13,0,66,
USC00511918,3/16/13,0.01,66,
USC00516128,3/16/13,0,65,
USC00519397,3/17/13,0,62,
USC00513117,3/17/13,0,63,
USC00519523,3/17/13,0,74,
USC00519281,3/17/13,0,64,
USC00511918,3/17/13,0,69,
USC00516128,3/17/13,0,64,
USC00519397,3/18/13,0,64,
USC00513117,3/18/13,0.49,59,
USC00519523,3/18/13,0.09,57,
USC00519281,3/18/13,0,62,
USC00511918,3/18/13,0,57,
USC00516128,3/18/13,0,69,
USC00519397,3/19/13,0,66,
USC00513117,3/19/13,0,63,
USC00514830,3/19/13,0.19,70,
USC00519523,3/19/13,0,62,
USC00519281,3/19/13,0,67,
USC00511918,3/19/13,0,60,
USC00516128,3/19/13,0,67,
USC00519397,3/20/13,0,69,
USC00513117,3/20/13,0,63,
USC00514830,3/20/13,0,74,
USC00519523,3/20/13,0,67,
USC00519281,3/20/13,0,67,
USC00511918,3/20/13,0,63,
USC00516128,3/20/13,0,64,
USC00519397,3/21/13,0,71,
USC00513117,3/21/13,0,76,
USC00514830,3/21/13,0,74,
USC00519523,3/21/13,0,73,
USC00519281,3/21/13,0,63,
USC00511918,3/21/13,0,77,
USC00516128,3/21/13,0,67,
USC00519397,3/22/13,0,74,
USC00513117,3/22/13,0,73,
USC00519523,3/22/13,0,73,
USC00519281,3/22/13,0.09,74,
USC00511918,3/22/13,0,74,
USC00516128,3/22/13,0,72,
USC00519397,3/23/13,0.02,72,
USC00513117,3/23/13,0.11,66,
USC00519523,3/23/13,0.59,67,
USC00519281,3/23/13,0.16,69,
USC00511918,3/23/13,0,69,
USC00516128,3/23/13,0.22,67,
USC00519397,3/24/13,0,71,
USC00513117,3/24/13,0.43,70,
USC00519281,3/24/13,0.86,68,
USC00511918,3/24/13,0.01,70,
USC00516128,3/24/13,0.42,67,
USC00519397,3/25/13,0.32,68,
USC00513117,3/25/13,0.8,67,
USC00519523,3/25/13,,72,
USC00519281,3/25/13,1.03,69,
USC00511918,3/25/13,0.5,69,
USC00516128,3/25/13,0.45,69,
USC00519397,3/26/13,0,69,
USC00513117,3/26/13,0.03,67,
USC00519523,3/26/13,0,69,
USC00519281,3/26/13,0.02,70,
USC00511918,3/26/13,0.05,64,
USC00516128,3/26/13,0,69,
USC00519397,3/27/13,0,71,
USC00513117,3/27/13,0,70,
USC00517948,3/27/13,,69,
USC00519523,3/27/13,0.12,72,
USC00519281,3/27/13,0.04,71,
USC00511918,3/27/13,0.04,68,
USC00516128,3/27/13,0.01,68,
USC00519397,3/28/13,0.3,72,
USC00513117,3/28/13,0.07,69,
USC00514830,3/28/13,0.28,75,
USC00517948,3/28/13,,69,
USC00519523,3/28/13,0.03,74,
USC00519281,3/28/13,0.52,70,
USC00511918,3/28/13,0.2,65,
USC00516128,3/28/13,0.86,68,
USC00519397,3/29/13,0.06,70,
USC00513117,3/29/13,0.07,69,
USC00514830,3/29/13,0.04,73,
USC00519523,3/29/13,0.15,73,
USC00519281,3/29/13,0.28,70,
USC00511918,3/29/13,0.01,67,
USC00516128,3/29/13,1.58,66,
USC00519397,3/30/13,0.01,70,
USC00513117,3/30/13,0.05,69,
USC00519523,3/30/13,0.03,71,
USC00519281,3/30/13,0.18,72,
USC00511918,3/30/13,0,68,
USC00516128,3/30/13,0.56,71,
USC00519397,3/31/13,0.25,64,
USC00513117,3/31/13,0.02,64,
USC00519523,3/31/13,0.02,69,
USC00519281,3/31/13,0.04,62,
USC00511918,3/31/13,0,63,
USC00519397,4/1/13,0,63,
USC00513117,4/1/13,0,63,
USC00514830,4/1/13,,68,
USC00517948,4/1/13,0,66,
USC00519523,4/1/13,0,66,
USC00519281,4/1/13,0,68,
USC00511918,4/1/13,0,61,
USC00516128,4/1/13,,60,
USC00519397,4/2/13,0,61,
USC00513117,4/2/13,0,63,
USC00514830,4/2/13,0,68,
USC00517948,4/2/13,0,68,
USC00519523,4/2/13,0.01,66,
USC00519281,4/2/13,0.02,66,
USC00511918,4/2/13,0,53,
USC00516128,4/2/13,0,67,
USC00519397,4/3/13,0,67,
USC00513117,4/3/13,0.02,64,
USC00514830,4/3/13,0,71,
USC00517948,4/3/13,0,67,
USC00518838,4/3/13,0.05,70,
USC00519523,4/3/13,0,67,
USC00519281,4/3/13,0,72,
USC00511918,4/3/13,0,55,
USC00516128,4/3/13,0,67,
USC00519397,4/4/13,0,68,
USC00513117,4/4/13,0.07,65,
USC00514830,4/4/13,0,73,
USC00517948,4/4/13,0.02,71,
USC00519523,4/4/13,0.02,72,
USC00519281,4/4/13,0.11,71,
USC00511918,4/4/13,0,58,
USC00516128,4/4/13,0.36,66,
USC00519397,4/5/13,0,73,
USC00513117,4/5/13,0,70,
USC00517948,4/5/13,0,70,
USC00518838,4/5/13,0,73,
USC00519523,4/5/13,0,74,
USC00519281,4/5/13,0,73,
USC00511918,4/5/13,0,61,
USC00516128,4/5/13,0,69,
USC00519397,4/6/13,0.03,74,
USC00513117,4/6/13,0,72,
USC00519523,4/6/13,0,77,
USC00519281,4/6/13,0.17,73,
USC00511918,4/6/13,0,73,
USC00519397,4/7/13,0,71,
USC00513117,4/7/13,0.01,73,
USC00514830,4/7/13,,76,
USC00519523,4/7/13,0,76,
USC00519281,4/7/13,0.03,75,
USC00511918,4/7/13,0,74,
USC00516128,4/7/13,,71,
USC00519397,4/8/13,0,74,
USC00513117,4/8/13,0,71,
USC00514830,4/8/13,0,75,
USC00517948,4/8/13,,76,
USC00518838,4/8/13,,70,
USC00519523,4/8/13,0,77,
USC00519281,4/8/13,0,71,
USC00511918,4/8/13,0,69,
USC00516128,4/8/13,0,72,
USC00519397,4/9/13,0,74,
USC00513117,4/9/13,0.02,71,
USC00514830,4/9/13,0.2,75,
USC00517948,4/9/13,0.02,74,
USC00519523,4/9/13,0,74,
USC00519281,4/9/13,0,71,
USC00511918,4/9/13,0,62,
USC00516128,4/9/13,0.06,70,
USC00519397,4/10/13,0,74,
USC00513117,4/10/13,0.03,71,
USC00514830,4/10/13,0,76,
USC00517948,4/10/13,0.02,73,
USC00519523,4/10/13,0,73,
USC00519281,4/10/13,0.04,75,
USC00511918,4/10/13,0,66,
USC00516128,4/10/13,0.63,69,
USC00519397,4/11/13,0.01,77,
USC00513117,4/11/13,0.01,68,
USC00514830,4/11/13,0.01,76,
USC00517948,4/11/13,0,74,
USC00518838,4/11/13,,75,
USC00519523,4/11/13,0,74,
USC00519281,4/11/13,0.02,74,
USC00511918,4/11/13,0,66,
USC00516128,4/11/13,0.08,71,
USC00519397,4/12/13,0,75,
USC00513117,4/12/13,0,73,
USC00514830,4/12/13,0.05,74,
USC00517948,4/12/13,0,76,
USC00519523,4/12/13,0,74,
USC00519281,4/12/13,0.2,73,
USC00511918,4/12/13,0,71,
USC00516128,4/12/13,0.01,71,
USC00519397,4/13/13,0,75,
USC00513117,4/13/13,0.01,70,
USC00514830,4/13/13,0,73,
USC00519523,4/13/13,0,74,
USC00519281,4/13/13,0.09,74,
USC00511918,4/13/13,0,75,
USC00516128,4/13/13,0.02,72,
USC00519397,4/14/13,0,76,
USC00513117,4/14/13,0,75,
USC00514830,4/14/13,0,81,
USC00519523,4/14/13,0,78,
USC00519281,4/14/13,0.01,70,
USC00511918,4/14/13,0.1,78,
USC00516128,4/14/13,0,72,
USC00519397,4/15/13,0.8,72,
USC00513117,4/15/13,0.43,69,
USC00514830,4/15/13,0.57,75,
USC00517948,4/15/13,,72,
USC00518838,4/15/13,,65,
USC00519523,4/15/13,0.44,71,
USC00519281,4/15/13,0.79,70,
USC00511918,4/15/13,0.5,68,
USC00516128,4/15/13,0.83,72,
USC00519397,4/16/13,0.08,70,
USC00513117,4/16/13,0.19,65,
USC00514830,4/16/13,0.07,74,
USC00517948,4/16/13,,73,
USC00519523,4/16/13,0.01,66,
USC00519281,4/16/13,0.12,63,
USC00511918,4/16/13,0.1,77,
USC00516128,4/16/13,0.08,68,
USC00519397,4/17/13,0,77,
USC00513117,4/17/13,0,72,
USC00514830,4/17/13,0,76,
USC00517948,4/17/13,,74,
USC00519523,4/17/13,0,74,
USC00519281,4/17/13,0,70,
USC00511918,4/17/13,0,65,
USC00516128,4/17/13,0,72,
USC00519397,4/18/13,0,75,
USC00513117,4/18/13,0,72,
USC00514830,4/18/13,0,76,
USC00517948,4/18/13,0,76,
USC00519523,4/18/13,0,74,
USC00519281,4/18/13,0.02,71,
USC00511918,4/18/13,0,71,
USC00516128,4/18/13,0.07,69,
USC00519397,4/19/13,0.01,75,
USC00513117,4/19/13,0.03,71,
USC00514830,4/19/13,0.22,73,
USC00517948,4/19/13,0,75,
USC00519523,4/19/13,0.01,74,
USC00519281,4/19/13,0.13,72,
USC00511918,4/19/13,0,65,
USC00516128,4/19/13,0.57,69,
USC00519397,4/20/13,0,74,
USC00513117,4/20/13,0.11,77,
USC00514830,4/20/13,0.05,77,
USC00519523,4/20/13,0,70,
USC00519281,4/20/13,0.59,68,
USC00511918,4/20/13,0.01,79,
USC00516128,4/20/13,1.4,75,
USC00519397,4/21/13,0,73,
USC00513117,4/21/13,0,71,
USC00519523,4/21/13,0,75,
USC00519281,4/21/13,0.01,76,
USC00511918,4/21/13,0,72,
USC00516128,4/21/13,0.01,69,
USC00519397,4/22/13,0.05,73,
USC00513117,4/22/13,0.44,70,
USC00514830,4/22/13,,74,
USC00517948,4/22/13,,76,
USC00519523,4/22/13,0.35,71,
USC00519281,4/22/13,0.41,70,
USC00511918,4/22/13,0.87,69,
USC00516128,4/22/13,0.06,71,
USC00519397,4/23/13,0.01,76,
USC00513117,4/23/13,0.37,74,
USC00514830,4/23/13,0.32,77,
USC00517948,4/23/13,,78,
USC00519523,4/23/13,0.34,75,
USC00519281,4/23/13,0.08,74,
USC00511918,4/23/13,0.07,75,
USC00516128,4/23/13,0,70,
USC00519397,4/24/13,0.55,70,
USC00513117,4/24/13,0.76,67,
USC00514830,4/24/13,1.52,69,
USC00517948,4/24/13,,70,
USC00519523,4/24/13,2.05,69,
USC00519281,4/24/13,1.39,68,
USC00511918,4/24/13,0.32,69,
USC00516128,4/24/13,0.91,78,
USC00519397,4/25/13,0.01,76,
USC00513117,4/25/13,0.94,70,
USC00514830,4/25/13,0.01,77,
USC00517948,4/25/13,0.06,76,
USC00519281,4/25/13,0.98,71,
USC00511918,4/25/13,0.02,68,
USC00516128,4/25/13,0.7,72,
USC00519397,4/26/13,0,76,
USC00513117,4/26/13,0,72,
USC00514830,4/26/13,0,76,
USC00517948,4/26/13,0,77,
USC00519523,4/26/13,,74,
USC00519281,4/26/13,0.01,71,
USC00511918,4/26/13,0,73,
USC00516128,4/26/13,0.01,73,
USC00519397,4/27/13,0,74,
USC00513117,4/27/13,0,70,
USC00519523,4/27/13,0,69,
USC00519281,4/27/13,0,75,
USC00511918,4/27/13,0,78,
USC00519397,4/28/13,0,72,
USC00513117,4/28/13,0,68,
USC00517948,4/28/13,,77,
USC00519523,4/28/13,0,79,
USC00519281,4/28/13,0,79,
USC00511918,4/28/13,0,76,
USC00516128,4/28/13,,70,
USC00519397,4/29/13,0,76,
USC00513117,4/29/13,0,74,
USC00514830,4/29/13,,81,
USC00517948,4/29/13,,77,
USC00519523,4/29/13,0,76,
USC00519281,4/29/13,0,74,
USC00511918,4/29/13,0,75,
USC00516128,4/29/13,0,74,
USC00519397,4/30/13,0,74,
USC00513117,4/30/13,0,70,
USC00514830,4/30/13,0,76,
USC00519523,4/30/13,0,78,
USC00519281,4/30/13,0,67,
USC00511918,4/30/13,0,73,
USC00516128,4/30/13,0,74,
USC00519397,5/1/13,0,78,
USC00513117,5/1/13,0.04,73,
USC00514830,5/1/13,0,77,
USC00517948,5/1/13,0.12,75,
USC00519523,5/1/13,0,78,
USC00519281,5/1/13,0,70,
USC00511918,5/1/13,0,67,
USC00516128,5/1/13,0.53,70,
USC00519397,5/2/13,0,75,
USC00513117,5/2/13,0,73,
USC00514830,5/2/13,0.01,76,
USC00517948,5/2/13,0.02,75,
USC00519523,5/2/13,0,77,
USC00519281,5/2/13,0,73,
USC00511918,5/2/13,0,68,
USC00516128,5/2/13,0.6,73,
USC00519397,5/3/13,0,84,
USC00513117,5/3/13,0,72,
USC00514830,5/3/13,0,77,
USC00517948,5/3/13,,76,
USC00519523,5/3/13,0,78,
USC00519281,5/3/13,0.02,70,
USC00511918,5/3/13,0,67,
USC00516128,5/3/13,0.11,78,
USC00519397,5/4/13,0.14,69,
USC00513117,5/4/13,0,70,
USC00519523,5/4/13,0,72,
USC00519281,5/4/13,0,76,
USC00511918,5/4/13,0,78,
USC00516128,5/4/13,0.02,69,
USC00519397,5/5/13,0.12,69,
USC00513117,5/5/13,1.05,72,
USC00514830,5/5/13,,76,
USC00519523,5/5/13,0.15,71,
USC00519281,5/5/13,1.95,75,
USC00511918,5/5/13,0.03,72,
USC00516128,5/5/13,0.42,69,
USC00519397,5/6/13,0.09,75,
USC00513117,5/6/13,0.09,69,
USC00514830,5/6/13,0.29,73,
USC00517948,5/6/13,0.02,74,
USC00519523,5/6/13,1.24,72,
USC00519281,5/6/13,0.36,69,
USC00511918,5/6/13,0.11,70,
USC00516128,5/6/13,0.56,70,
USC00519397,5/7/13,0,72,
USC00513117,5/7/13,0,66,
USC00514830,5/7/13,0,75,
USC00519523,5/7/13,0.04,74,
USC00519281,5/7/13,0.02,64,
USC00511918,5/7/13,0,67,
USC00516128,5/7/13,0,70,
USC00519397,5/8/13,0,73,
USC00513117,5/8/13,0,69,
USC00514830,5/8/13,0,74,
USC00519523,5/8/13,0,76,
USC00519281,5/8/13,0,65,
USC00511918,5/8/13,0,65,
USC00516128,5/8/13,0,74,
USC00519397,5/9/13,0,77,
USC00513117,5/9/13,0,70,
USC00514830,5/9/13,0,75,
USC00517948,5/9/13,0,76,
USC00519523,5/9/13,0,72,
USC00519281,5/9/13,0,67,
USC00511918,5/9/13,0,69,
USC00516128,5/9/13,0,73,
USC00519397,5/10/13,0,77,
USC00513117,5/10/13,0.1,70,
USC00514830,5/10/13,0.04,72,
USC00517948,5/10/13,0,77,
USC00519523,5/10/13,0.26,72,
USC00519281,5/10/13,0,71,
USC00511918,5/10/13,0,72,
USC00516128,5/10/13,0,73,
USC00519397,5/11/13,0,76,
USC00513117,5/11/13,0.09,74,
USC00519523,5/11/13,0.16,74,
USC00519281,5/11/13,1.57,74,
USC00511918,5/11/13,0,77,
USC00516128,5/11/13,0.21,70,
USC00519397,5/12/13,0,75,
USC00513117,5/12/13,0.22,68,
USC00514830,5/12/13,,71,
USC00519523,5/12/13,0.4,70,
USC00519281,5/12/13,1.33,71,
USC00511918,5/12/13,0,74,
USC00516128,5/12/13,0.43,69,
USC00519397,5/13/13,0,77,
USC00513117,5/13/13,0.95,73,
USC00514830,5/13/13,0.06,76,
USC00517948,5/13/13,,75,
USC00519523,5/13/13,0.12,74,
USC00519281,5/13/13,3.88,73,
USC00511918,5/13/13,0.01,71,
USC00516128,5/13/13,3.7,70,
USC00519397,5/14/13,0,78,
USC00513117,5/14/13,0.01,73,
USC00514830,5/14/13,0,77,
USC00517948,5/14/13,,79,
USC00519523,5/14/13,0.02,80,
USC00519281,5/14/13,0.08,73,
USC00511918,5/14/13,0,74,
USC00516128,5/14/13,1.22,71,
USC00519397,5/15/13,0,77,
USC00513117,5/15/13,0,74,
USC00514830,5/15/13,0,78,
USC00517948,5/15/13,,77,
USC00519523,5/15/13,0,74,
USC00519281,5/15/13,0.01,74,
USC00511918,5/15/13,0,74,
USC00516128,5/15/13,0.02,72,
USC00519397,5/16/13,0,77,
USC00513117,5/16/13,0,74,
USC00514830,5/16/13,0.1,75,
USC00517948,5/16/13,0.17,79,
USC00519523,5/16/13,0,75,
USC00519281,5/16/13,0.18,73,
USC00511918,5/16/13,0,75,
USC00516128,5/16/13,0.32,70,
USC00519397,5/17/13,0,77,
USC00513117,5/17/13,0,74,
USC00514830,5/17/13,0.03,75,
USC00517948,5/17/13,0,76,
USC00519523,5/17/13,0,76,
USC00519281,5/17/13,0.01,73,
USC00511918,5/17/13,0,70,
USC00516128,5/17/13,0.15,71,
USC00519397,5/18/13,0.02,78,
USC00513117,5/18/13,0,79,
USC00519523,5/18/13,0.13,78,
USC00519281,5/18/13,0.05,81,
USC00511918,5/18/13,0.05,78,
USC00516128,5/18/13,0.15,70,
USC00519397,5/19/13,0.04,73,
USC00513117,5/19/13,0.02,69,
USC00519523,5/19/13,0.06,74,
USC00519281,5/19/13,0.11,78,
USC00511918,5/19/13,0.06,77,
USC00516128,5/19/13,0.35,76,
USC00519397,5/20/13,0.03,74,
USC00513117,5/20/13,0.54,68,
USC00514830,5/20/13,,73,
USC00517948,5/20/13,,75,
USC00519523,5/20/13,1.96,70,
USC00519281,5/20/13,0.14,69,
USC00511918,5/20/13,0,76,
USC00516128,5/20/13,0.12,73,
USC00519397,5/21/13,0,71,
USC00513117,5/21/13,0,66,
USC00514830,5/21/13,0,73,
USC00517948,5/21/13,0.02,74,
USC00519523,5/21/13,0,72,
USC00519281,5/21/13,0,69,
USC00511918,5/21/13,0,64,
USC00516128,5/21/13,0,69,
USC00519397,5/22/13,0,78,
USC00513117,5/22/13,0,69,
USC00514830,5/22/13,0,76,
USC00517948,5/22/13,0.02,77,
USC00519523,5/22/13,0,78,
USC00519281,5/22/13,0,75,
USC00511918,5/22/13,0,66,
USC00516128,5/22/13,0,75,
USC00519397,5/23/13,0,79,
USC00513117,5/23/13,0,73,
USC00514830,5/23/13,0,77,
USC00517948,5/23/13,0,80,
USC00519523,5/23/13,0.03,77,
USC00519281,5/23/13,0,73,
USC00511918,5/23/13,0,68,
USC00516128,5/23/13,0,75,
USC00519397,5/24/13,0,79,
USC00513117,5/24/13,0,75,
USC00514830,5/24/13,0,77,
USC00517948,5/24/13,0,73,
USC00519523,5/24/13,0,76,
USC00519281,5/24/13,0,74,
USC00511918,5/24/13,0,73,
USC00516128,5/24/13,0,73,
USC00519397,5/25/13,0,77,
USC00513117,5/25/13,0.12,74,
USC00514830,5/25/13,0.08,76,
USC00519523,5/25/13,0.08,77,
USC00519281,5/25/13,0.13,78,
USC00511918,5/25/13,0,78,
USC00516128,5/25/13,0.28,71,
USC00519397,5/26/13,0,77,
USC00513117,5/26/13,0.18,75,
USC00519523,5/26/13,0.06,75,
USC00519281,5/26/13,0.03,78,
USC00511918,5/26/13,0,82,
USC00516128,5/26/13,0.98,71,
USC00519397,5/27/13,0,78,
USC00513117,5/27/13,0.02,74,
USC00514830,5/27/13,,76,
USC00519523,5/27/13,0,77,
USC00519281,5/27/13,0.05,79,
USC00511918,5/27/13,0,79,
USC00516128,5/27/13,0.06,72,
USC00519397,5/28/13,0.04,77,
USC00513117,5/28/13,0.06,73,
USC00514830,5/28/13,0.09,76,
USC00519523,5/28/13,0.1,78,
USC00519281,5/28/13,0.04,74,
USC00511918,5/28/13,0,70,
USC00516128,5/28/13,1.73,69,
USC00519397,5/29/13,0,78,
USC00513117,5/29/13,0.21,71,
USC00514830,5/29/13,0.63,74,
USC00519523,5/29/13,0,72,
USC00519281,5/29/13,1.87,71,
USC00511918,5/29/13,0,71,
USC00516128,5/29/13,2.41,72,
USC00519397,5/30/13,0.03,77,
USC00513117,5/30/13,0.74,77,
USC00514830,5/30/13,1.07,77,
USC00519523,5/30/13,0,76,
USC00519281,5/30/13,4.07,74,
USC00511918,5/30/13,0,69,
USC00516128,5/30/13,0.39,72,
USC00519397,5/31/13,0,79,
USC00513117,5/31/13,0.04,74,
USC00514830,5/31/13,0,76,
USC00519523,5/31/13,0,77,
USC00519281,5/31/13,0.01,72,
USC00511918,5/31/13,0,70,
USC00516128,5/31/13,0.27,71,
USC00519397,6/1/13,0.01,79,
USC00513117,6/1/13,0.05,75,
USC00519523,6/1/13,0,76,
USC00519281,6/1/13,0.06,81,
USC00511918,6/1/13,0,80,
USC00516128,6/1/13,0.71,78,
USC00519397,6/2/13,0,78,
USC00513117,6/2/13,0.02,75,
USC00519523,6/2/13,0.08,76,
USC00519281,6/2/13,0.17,74,
USC00511918,6/2/13,0,81,
USC00516128,6/2/13,0.81,72,
USC00519397,6/3/13,0,79,
USC00513117,6/3/13,0.02,75,
USC00514830,6/3/13,,78,
USC00517948,6/3/13,,78,
USC00519523,6/3/13,0.02,77,
USC00519281,6/3/13,0.08,74,
USC00511918,6/3/13,0,75,
USC00516128,6/3/13,0.49,73,
USC00519397,6/4/13,0,78,
USC00513117,6/4/13,0,75,
USC00514830,6/4/13,0,76,
USC00517948,6/4/13,,78,
USC00519523,6/4/13,0,78,
USC00519281,6/4/13,0,73,
USC00511918,6/4/13,0,80,
USC00516128,6/4/13,0.03,71,
USC00519397,6/5/13,0,78,
USC00513117,6/5/13,0,74,
USC00514830,6/5/13,0,78,
USC00517948,6/5/13,0.02,78,
USC00519523,6/5/13,0,79,
USC00519281,6/5/13,0,73,
USC00511918,6/5/13,0,73,
USC00516128,6/5/13,0,72,
USC00519397,6/6/13,0,79,
USC00513117,6/6/13,0.03,74,
USC00514830,6/6/13,0,76,
USC00517948,6/6/13,0,78,
USC00519523,6/6/13,0,79,
USC00519281,6/6/13,0,72,
USC00511918,6/6/13,0,74,
USC00516128,6/6/13,0.14,72,
USC00519397,6/7/13,0,77,
USC00513117,6/7/13,0,74,
USC00514830,6/7/13,0.01,76,
USC00517948,6/7/13,0,75,
USC00519523,6/7/13,0.07,75,
USC00519281,6/7/13,0,73,
USC00511918,6/7/13,0,73,
USC00516128,6/7/13,0.07,71,
USC00519397,6/8/13,0,77,
USC00513117,6/8/13,0,75,
USC00514830,6/8/13,0,78,
USC00519523,6/8/13,0,79,
USC00519281,6/8/13,0,77,
USC00511918,6/8/13,0,81,
USC00516128,6/8/13,0.08,74,
USC00519397,6/9/13,0,77,
USC00513117,6/9/13,0,75,
USC00514830,6/9/13,0.01,79,
USC00519523,6/9/13,0,79,
USC00519281,6/9/13,0,73,
USC00511918,6/9/13,0,79,
USC00516128,6/9/13,0.02,71,
USC00519397,6/10/13,0,77,
USC00513117,6/10/13,0.02,74,
USC00514830,6/10/13,0,77,
USC00517948,6/10/13,0,77,
USC00519523,6/10/13,0,75,
USC00519281,6/10/13,0.01,73,
USC00511918,6/10/13,0,78,
USC00516128,6/10/13,0.02,72,
USC00519397,6/11/13,0,77,
USC00513117,6/11/13,0,75,
USC00514830,6/11/13,0,76,
USC00519523,6/11/13,0,77,
USC00519281,6/11/13,0.02,75,
USC00511918,6/11/13,0,74,
USC00516128,6/11/13,0.05,72,
USC00519397,6/12/13,0,78,
USC00513117,6/12/13,0,75,
USC00514830,6/12/13,0.04,77,
USC00517948,6/12/13,,73,
USC00519523,6/12/13,0,81,
USC00519281,6/12/13,0,72,
USC00511918,6/12/13,0,74,
USC00516128,6/12/13,0.28,74,
USC00519397,6/13/13,0,77,
USC00513117,6/13/13,0.02,74,
USC00514830,6/13/13,0.08,77,
USC00517948,6/13/13,,78,
USC00519523,6/13/13,0,76,
USC00519281,6/13/13,0.1,72,
USC00511918,6/13/13,0,73,
USC00516128,6/13/13,0.47,72,
USC00519397,6/14/13,0.37,76,
USC00513117,6/14/13,0.08,72,
USC00514830,6/14/13,0.03,76,
USC00517948,6/14/13,,75,
USC00519523,6/14/13,0.28,75,
USC00519281,6/14/13,0.16,73,
USC00511918,6/14/13,0.07,73,
USC00516128,6/14/13,2.56,69,
USC00519397,6/15/13,0,78,
USC00513117,6/15/13,0.01,74,
USC00519523,6/15/13,0,78,
USC00519281,6/15/13,0.1,73,
USC00511918,6/15/13,0,77,
USC00516128,6/15/13,0.11,70,
USC00519397,6/16/13,0,78,
USC00513117,6/16/13,0,74,
USC00514830,6/16/13,,78,
USC00519523,6/16/13,0,81,
USC00519281,6/16/13,0.03,75,
USC00511918,6/16/13,0,77,
USC00516128,6/16/13,0.3,76,
USC00519397,6/17/13,0,77,
USC00513117,6/17/13,0.01,74,
USC00514830,6/17/13,0.04,76,
USC00517948,6/17/13,,73,
USC00519523,6/17/13,0,76,
USC00519281,6/17/13,0.05,72,
USC00511918,6/17/13,0,74,
USC00516128,6/17/13,0.43,70,
USC00519397,6/18/13,0.01,78,
USC00513117,6/18/13,0.02,74,
USC00514830,6/18/13,0.04,76,
USC00517948,6/18/13,0.08,77,
USC00519523,6/18/13,0,76,
USC00519281,6/18/13,0.04,73,
USC00511918,6/18/13,0,73,
USC00516128,6/18/13,0.44,71,
